task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,project_search_required,project_search_reason,project_name,project_url,status,completed_at,token_symbol,token_decision_reason,has_token_evidence,evidence_urls,evidence_source_types,confidence,needs_manual_review,token_results
15618,399076-48,UniBit,unibit.ai,protocol_or_network,high,yes,"Cross-chain BRC20 bridge protocol with explicit UIBT utility token, so a full project/token search was required.","[""UniBit""]","[""https://www.unibit.app/""]",completed,2026-04-30T13:28:20Z,[],"UIBT token data pages map Unibit to a bridge/protocol token, but reasonable company-outward search did not find reliable official evidence that the PitchBook company UniBit is an officially recognized founding entity or original founding organization of the protocol ecosystem; the current official site is not usable for that role evidence.",Official claim page plus CoinGecko/Forbes/LBank list UIBT as UniBit's token.,https://claim.unibit.app/|https://www.coingecko.com/en/coins/unibit/usd|https://www.forbes.com/digital-assets/assets/unibit-uibt/|https://www.lbank.com/price/unibit/what-is,official_site|coingecko|secondary_source|secondary_source,medium,yes,[]
15663,494402-32,MonoBundle,monobundle.com,infrastructure_or_data,low,yes,NFT/Web3 infrastructure and developer tools; exact-domain probe found no supported company-owned fungible token.,[],[],completed,2026-04-30T09:00:18Z,[],MonoBundle launched and operated the StillGAS stablecoin project but reasonable search did not find a reliable public token ticker or live token page; the rule token inclusion remains unresolved.,"Official site describes decentralized tech and NFT infrastructure, but exact-name/domain probes found no company-owned fungible token.",https://monobundle.com/,official_site,medium,yes,[]
15746,117558-01,Bitsoko,bitsoko.org,wallet_or_custody,low,yes,Current site is a non-custodial wallet / merchant platform; older BITS ICO pages conflict with current materials.,"[""Bitsoko""]","[""https://gateway.bitsoko.org/""]",completed,2026-04-30T09:07:08Z,[],Current official site frames Bitsoko as a wallet and merchant service and older secondary BITS ICO/explorer pages are inconsistent; I could not resolve whether BITS reflects a the rule founding/original protocol role from primary evidence.,Current site shows wallet and merchant tooling; older BITS ICO pages conflict with current materials.,https://gateway.bitsoko.org/|https://icomarks.ai/ico/bitsoko|https://gcgh.grandchallenges.org/grant/bitsoko,official_site|secondary_source|secondary_source,low,yes,[]
15801,494124-13,ConX (Singapore),conx.xyz,protocol_or_network,high,yes,Official CONX docs still anchor XPLA as the native staking token; secondary rebrand coverage to CONX conflicts and needs review.,"[""CONX Chain""]","[""https://docs.xpla.io/learn/learn/about-xpla-chain/""]",completed,2026-04-30T09:19:28Z,[],"Official and secondary evidence supports the CONX/XPLA token and chain rebrand, but the founding/original-organization role for ConX (Singapore) remains unresolved; available founding evidence points to the XPLA team/Com2uS ecosystem rather than proving this company is the recognized founding entity.",Official CONX docs still name XPLA as the native staking token; secondary rebrand coverage to CONX conflicts and should be reviewed.,https://docs.xpla.io/learn/learn/about-xpla-chain/|https://docs.xpla.io/develop/develop/core-modules/staking/|https://t.signalplus.com/crypto-news/detail/xpla-conx-token-rebrand-community-approval,official_docs|official_docs|secondary_source,medium,yes,[]
16025,491675-05,Volare,volare.finance,protocol_or_network,high,yes,"Volare Finance and Volare Network sources point to VOLR, but the branding is inconsistent.","[""Volare Finance"",""Volare Network""]","[""https://volare.finance/"",""https://coinmarketcap.com/currencies/volare-network/""]",completed,,[],"Volare Finance/Volare Network evidence remains inconsistent: Volare Finance appears to be an options DeFi product while VOLR token pages describe Volare Network, and I did not find authoritative evidence that the task company is the founding or original organization for VOLR.","Volare Finance press coverage and the Volare Network token page both reference VOLR, but the project naming is inconsistent.",https://volare.finance/|https://www.prnewswire.com/news-releases/master-ventures-inv-mgmt-mvim-invests-in-defi-leader-volare-finance-alongside-top-crypto-vcs-dcg-huobi-ventures-301651405.html|https://coinmarketcap.com/currencies/volare-network/,official_site|secondary_source|coinmarketcap,medium,yes,[]
16065,399225-43,Assetify,assetify.net,wallet_or_custody,high,yes,Former Depository Network lineage still maps to the DEPO token contract.,"[""Depository Network""]","[""https://assetify.net/""]",completed,,[],"the rule inclusion remains unresolved: legacy Depository Network sources describe the DEPO project and token, while the current Assetify site describes crypto-lending SaaS but does not officially confirm Assetify as the original Depository Network founding organization or current DEPO successor. Without official continuity evidence, DEPO cannot be included under the rule.",Assetify is the former Depository Network; the legacy DEPO token contract is still visible on Etherscan and legacy ICO pages.,https://assetify.net/|https://www.cbinsights.com/company/depository-network|https://etherscan.io/token/0x89cbeac5e8a13f0ebb4c74fadfc69be81a501106|https://bitcoinwiki.org/wiki/depository-network,official_site|secondary_source|explorer|secondary_source,medium,yes,[]
16066,492780-70,Marginfi,marginfi.com,protocol_or_network,high,yes,Official docs and recent coverage say marginfi has not issued a token yet.,[],[],completed,,[],"No the rule token is confirmed for Marginfi. Official marginfi materials describe the Solana lending protocol, LST/YBX-style product assets, and reward/points mechanics, while secondary MRGN token references are not enough to establish a confirmed company-founded native token ecosystem for the rule.","Official docs and a recent explainer describe marginfi as a borrowing/lending protocol with rewards, but not a launched fungible token.",https://docs.marginfi.com/|https://www.marginfi.com/|https://www.gate.com/learn/articles/exploring-the-diverse-paths-of-web3-social-a-fleeting-trend-or-the-next-mass-adoption/1661,official_docs|official_site|secondary_source,medium,yes,[]
16169,493409-89,TuneCoin,,dapp_or_product,high,yes,Secondary token pages surfaced TuneCoin/TNC and TuneCoin/TUNC but the company mapping and ticker remain unresolved,"[""TuneCoin""]","[""https://pump.fun/coin/8ZAsK6uUEGLQ2GYMbeQP2Xkwke8NHhgQLCqvAByzpump""]",completed,,[],"Secondary/explorer pages show conflicting TuneCoin token candidates (TNC on pump.fun and TUNC on Solscan), but no official source verifies the input company as the founding/original organization for either token ecosystem; the rule remains unresolved.",Secondary token pages surfaced TuneCoin/TNC and TuneCoin/TUNC but the company mapping and ticker remain unresolved,https://solscan.io/token/AGUtmnQk1t8ahoEp6YzxawMYoTuwS7hzRQB3SKDhpump|https://pump.fun/coin/8ZAsK6uUEGLQ2GYMbeQP2Xkwke8NHhgQLCqvAByzpump,explorer|secondary_source,low,yes,[]
16187,492642-82,CapsCoin,capscoin.co,gaming_or_nft,high,yes,"P2E gaming metaverse brand with CAPS token claims in secondary sources, but official linkage is inconsistent.","[""CapsCoin""]","[""https://www.linkedin.com/company/capscoin/""]",completed,2026-04-30T09:44:35Z,[],"the rule not met on available evidence: secondary and legacy CapsCoin sources mention CAPS/CapsCoin cryptocurrency, but the official site is unavailable and current CAPS pages do not reliably map back to this company, so the founding-entity/token linkage remains unresolved.","Secondary token-sale and project pages consistently describe CAPS, but the official site is unavailable and the company profile also frames CAPS as an NFT object.",https://www.linkedin.com/company/capscoin/|https://cryptorank.io/ico/caps-coin|https://cryptototem.com/capscoin-caps/|https://mycaps.org/token.html,secondary_source|secondary_source|secondary_source|secondary_source,low,yes,[]
16190,681060-16,Minos (Financial Software),,protocol_or_network,high,yes,Protocol-like DAO/governance platform with ambiguous Minos identity and no reliable company-owned token mapping.,"[""Minos""]",[],completed,2026-04-30T09:44:35Z,[],"the rule not met on available evidence: multiple unrelated Minos projects exist; Minos AI has a $MINOS token and EU Sandbox describes a different MINOS DAO with an internal token, but no source reliably maps this company row to a founding organization of a fungible token ecosystem.","Search surfaced multiple unrelated Minos projects and token pages, but no reliable mapping to this Brussels company was found.",https://docs.minosai.net/token|https://docs.theminos.ai/overview|https://theminos.ai/,official_docs|official_site|official_site,low,yes,[]
16240,491784-49,Franklin Alpha,tokenfly.co,dapp_or_product,high,yes,Tokenfly / Franklin yield platform with native FLY token.,"[""Franklin""]","[""https://tokenfly.co/""]",completed,2026-04-30T09:51:39Z,[],"the rule unresolved after search: FLY token pages map the token to Franklin/FLyECO/VRM-style ecosystem descriptions, but tokenfly.co was not reachable and available sources did not confirm Franklin Alpha as the official founding organization of the token ecosystem.",Official site and exchange listings confirm Franklin's FLY token.,https://tokenfly.co/|https://cs.probit.com/hc/en-us/articles/900006226426-ProBit-Global-Lists-Franklin-FLY|https://www.bitmart.com/en/support/articles/7923014477723/360001026214/1260804653229,official_site|secondary_source|secondary_source,high,yes,[]
16243,494198-74,DappBack,dappback.com,dapp_or_product,medium,yes,"Current DappBack sources and Messari show no native token, but former Puul materials describe a tokenized lineage, so the row stays manual-review.","[""DappBack""]","[""https://dappback.com/""]",completed,2026-04-30T10:07:59Z,[],the rule negative on confirmed evidence: current DappBack sources do not establish a native fungible token or an official founding-organization role; historical Puul/PUUL materials exist but the DappBack-to-Puul continuity and the rule founding role remain unresolved.,"Current DappBack sources and Messari show no native token; historical Puul materials describe PUUL-era tokenomics, so lineage remains unresolved.",https://dappback.com/privacy|https://messari.io/project/dappback|https://app.dealroom.co/companies/dappback|https://puulfinance.github.io/2020-11-25-puul-token/,official_site|secondary_source|secondary_source|secondary_source,low,yes,[]
16398,399271-42,Hunter Chain,hctwallet.com,protocol_or_network,high,yes,"Secondary token pages identify HRC as Hunter Chain's token, but no official company token page was found.","[""Hunter Chain""]","[""https://hctwallet.com/""]",completed,2026-04-30T10:12:12Z,[],"Secondary token pages map HRC to Hunter Chain, but no accessible primary or reliable source established Hunter Chain as an officially recognized founding entity or original founding organization for a blockchain/protocol ecosystem; the rule inclusion remains unresolved.","Secondary market pages identify HRC as Hunter Chain's token, but no official company token page was found.",https://www.hctwallet.com/|https://coincodex.com/crypto/hunter-chain/|https://www.criptolog.com/coin/hunter-chain/,official_site|secondary_source|secondary_source,low,yes,[]
