task_index,company_id,company_name,normalized_domain,company_type,crypto_project_likelihood,search_tier,project_search_required,risk_flags,classifier_reason
14817,495790-03,Advenworks,advenworks.com,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]",Gaming studio with web3 monetization language but no explicit token on exact-domain probe.
14818,497608-12,Hypery,hypery.co,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",Music NFT platform with explicit HYPER token language.
14819,495821-17,Vertex Protocol,vertexprotocol.com,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword"",""token_migration""]",DEX protocol with VRTX token docs and a migration to INK.
14820,495821-26,Greenfire Group,greenfiregroupllc.com,mining_or_validator,low,skip_candidate,no,[],Crypto mining operator with no owned fungible token signal.
14821,495828-73,Tonic (Financial Software),tonic.foundation,protocol_or_network,high,full,yes,"[""protocol_keyword""]",NEAR DEX protocol; token mapping needed
14822,686679-04,FomoFactory,fomofactory.io,dapp_or_product,high,full,yes,"[""token_keyword"",""brand_project_mismatch""]",AI-agent launchpad with tokenized launch language
14823,495846-37,Desmo Labs,desmolabs.org,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Rebranded Debond/D/Bond protocol with token family
14824,495866-80,Nezha,nezha.fi,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Solana protocol; token mapping unclear
14825,495889-12,Normal Finance,normalfinance.io,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Synthetic-asset protocol; no native ticker confirmed
14826,495917-56,Amulet (Other Financial Services),amulet.org,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",DeFi insurance protocol with token family
14827,495919-99,Januus,januus.io,security_or_compliance,medium,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""live_site_conflict""]",Legacy wallet-to-identity product; current site conflicts
14828,495948-07,Revise (Multimedia and Design Software),revise.network,dapp_or_product,medium,light,yes,"[""nft_or_gaming""]",NFT programming software; no fungible token signal
14829,495983-62,CanVERSE,canverse.io,gaming_or_nft,medium,light,yes,"[""alias_or_former_name"",""nft_or_gaming"",""token_keyword""]",NFT metaverse game; former-name check required
14830,592334-83,Sharpe AI,sharpe.ai,dapp_or_product,high,full,yes,"[""brand_project_mismatch"",""token_keyword""]",Crypto super-app with explicit tokenomics
14831,496009-18,Niftory,niftory.com,infrastructure_or_data,medium,light,yes,"[""nft_or_gaming""]",NFT API/infrastructure platform; no fungible token signal
14832,496010-44,Portal Labs,portalhq.io,wallet_or_custody,medium,light,yes,"[""brand_project_mismatch""]",Embedded wallet/stablecoin infra; no token signal
14833,496022-41,UNIO,unio.gg,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming""]",Game franchise with explicit UNIO Coin tokenomics
14834,496037-89,Mint Road,mintroad.io,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""token_keyword""]",Watrfall DAO rebrand with DAO/token-ownership language
14835,496048-78,VCRED,vcred.trade,protocol_or_network,high,full,yes,"[""token_keyword""]",AI market-making protocol with explicit VCRED token pages
14836,496048-87,Kaichi,kaichi.xyz,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""token_keyword"",""brand_project_mismatch""]",Rebranded Solcial social-token platform
14837,496077-13,Pay.so,pay.so,service_provider,low,light,yes,"[""alias_or_former_name""]",Acquired crypto payment service; no token signal
14838,1158043-78,Backup,,dapp_or_product,high,full,yes,"[""domain_missing"",""token_keyword""]",Music-rights tokenization platform; no public source found
14839,497477-08,Sugar Glider Digital,sugarglider.digital,gaming_or_nft,medium,light,yes,"[""nft_or_gaming""]",NFT art consulting/marketplace; official site/blog show blockchain and NFTs but no fungible token signal
14840,496120-42,Gopher AI,gopher-ai.com,protocol_or_network,high,full,yes,"[""alias_or_former_name"",""protocol_keyword"",""token_keyword""]",Former Masa rebrand; official site/docs show a layer-1 blockchain with GOAI emissions
14841,496124-56,Particle Network,particle.network,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Official docs identify Particle Network as a layer-1 blockchain with native $PARTI token
14842,496130-68,Green Bond Meter,gbmland.io,dapp_or_product,high,full,yes,"[""alias_or_former_name"",""brand_project_mismatch"",""token_keyword""]",Tokenized carbon-credit platform; official GBM Land materials identify GBM Coin
14843,496150-84,Amulet (Entertainment Software),amulet.gg,gaming_or_nft,medium,light,yes,"[""nft_or_gaming""]",Game studio / immersive entertainment site; no fungible token signal found
14844,496152-73,Acquicent,acquicent.com,dapp_or_product,high,full,yes,"[""token_keyword""]",Fractional collectibles marketplace; secondary sources show no company-owned fungible token
14845,1157331-97,DIGI MineD,digimined.xyz,gaming_or_nft,high,full,yes,"[""nft_or_gaming"",""token_keyword""]",GameFi mining simulator with official DIGI token/docs
14846,496169-65,Z.ro Bank,zrobank.com.br,service_provider,low,light,yes,"[""token_keyword""]",Digital bank and crypto exchange; no company-owned fungible token found
14847,496173-25,Klink Finance,klinkfinance.com,infrastructure_or_data,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Official docs/litepaper identify $KLINK as the utility token for Web3 affiliate advertising infrastructure
14848,496184-05,Untamed Planet,untamedplanet.earth,gaming_or_nft,medium,light,yes,"[""nft_or_gaming""]",NFT game / metaverse studio; no fungible token found
14849,496198-81,CudaClose,cuda.io,service_provider,low,light,yes,"[""alias_or_former_name"",""token_keyword""]","CRM SaaS branded Barracuda/CudaClose; incidental crypto keyword, no owned token signal"
14850,1157603-50,UpSwap,upswap.finance,protocol_or_network,high,full,yes,"[""protocol_keyword"",""token_keyword""]",Decentralized launchpad/token-creation protocol; official docs show platform services but no company-owned token confirmed
14851,497488-69,FlexID,flexid.io,infrastructure_or_data,medium,light,yes,"[""alias_or_former_name"",""protocol_keyword""]",Blockchain-based digital identity and wallet platform with former name FlexFinTx and Algorand ecosystem references; crypto-native product context warrants a bounded token-existence check rather than skip.
14852,496237-15,Coin and Card Auctions,coinandcardauctions.com,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",Online numismatics and sports trading card marketplace with NFT/metaverse keywords only; no owned fungible token signal or project lineage requiring search budget.
14853,496242-91,Narval (Financial Services),narval.xyz,wallet_or_custody,medium,light,yes,"[""protocol_keyword""]",Institutional web3 wallet and custody orchestration platform with direct DeFi access and no explicit company token signal; a bounded token-existence check is warranted.
14854,496263-52,Moola,moola.market,protocol_or_network,high,full,yes,"[""protocol_keyword""]","Non-custodial liquidity protocol on Celo with explicit governance/token-family language in the docs, so full project and fungible-token mapping is required."
14855,496289-35,Nyan Heroes,nyanheroes.com,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming""]",Blockchain game with explicit token and airdrop language; needs full project/token mapping.
14856,496337-77,Capsule Corp Labs,capsule-corp.io,gaming_or_nft,high,full,yes,"[""protocol_keyword"",""nft_or_gaming""]",Utility-NFT platform and Ternoa ecosystem developer with explicit token-sale context; full mapping is needed.
14857,496344-16,Code4rena,code4rena.com,security_or_compliance,high,full,yes,"[""token_keyword""]","Smart-contract audit competition platform with an associated fungible token listing, so full mapping is required."
14858,496356-58,SAVG STUDIO,savgstudio.com,gaming_or_nft,low,skip_candidate,no,"[""nft_or_gaming""]",Carbon-neutral NFT marketplace and creator platform with no fungible token signal; skip token search budget.
14859,496357-21,Arcanium Ventures,arcanium.vc,service_provider,none,skip_candidate,no,[],General technology/services provider with no owned crypto project or fungible token signal; skip token search budget.
14860,1158038-92,Darklake,darklake.fi,protocol_or_network,medium,light,yes,"[""protocol_keyword""]","Privacy-first DEX / ZK protocol with clear crypto-native product context but no explicit token language in the input, so run a bounded token-existence check."
14861,496369-81,Cerchia,cerchia.io,protocol_or_network,medium,light,yes,"[""protocol_keyword""]",Financial technology platform using smart contracts and oracles to transfer event risk between buyers and sellers; crypto-native protocol context warrants a bounded token-existence check.
14862,496388-17,Pact (Financial Software),pact.fi,protocol_or_network,high,full,yes,"[""protocol_keyword""]",Non-custodial AMM on Algorand with explicit liquidity/token terminology; full project and fungible-token mapping required.
14863,496394-20,CommonSense,commonsense.finance,dapp_or_product,high,full,yes,"[""token_keyword""]",Digital asset management platform with tokenized portfolio language and an active CSI token page; full project/token mapping is required.
14864,496399-87,Gusto Collective,gustoxrlab.com,service_provider,low,skip_candidate,no,"[""nft_or_gaming""]",Immersive marketing/services provider with Web3/NFT adjacency but no owned token or project signal; skip token search budget.
14865,496402-03,Ecosapiens,ecosapiens.xyz,gaming_or_nft,high,full,yes,"[""alias_or_former_name"",""token_keyword""]",Web3 climate-art platform with a former-name/rebrand trail to Ecolink AI and explicit MEGA token pages; full mapping required.
14866,497270-53,Atlas (IT Consulting and Outsourcing),atlasweb3.io,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]","Blockchain infrastructure-as-a-service and node/network tooling with no explicit token signal in the input, so run a bounded token-existence check."
14867,496743-67,SnapEx,snapex.com,exchange_or_broker,high,full,yes,"[""token_keyword""]",Cryptocurrency trading platform with exchange-token language in external references; full mapping required.
14868,496418-95,Fanztar,fanztar.com,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]","Web3 monetization platform for creators and fans with NFT tooling but no explicit fungible-token signal, so do a bounded token-existence check."
14869,497388-88,HALO (Multimedia and Design Software),halonft.art,gaming_or_nft,low,light,yes,"[""nft_or_gaming""]","NFT-based avatar platform with ambiguous token wording that appears NFT-related, so run a bounded fungible-token check."
14870,496446-67,Den (Financial Software),onchainden.com,wallet_or_custody,medium,light,yes,"[""protocol_keyword""]",Self-custodial multisig wallet and onchain operations product with no explicit token signal; bounded token-existence check warranted.
14871,496466-74,Daylight (Financial Software),daylight.xyz,infrastructure_or_data,medium,light,yes,"[""protocol_keyword""]","On-chain transaction platform with wallet integration, mints, and airdrops but no explicit token signal; bounded token-existence check warranted."
14872,496480-24,SkyArk Chronicles,skyarkchronicles.com,gaming_or_nft,high,full,yes,"[""token_keyword"",""nft_or_gaming"",""legacy_ticker_conflict""]","Blockchain game with explicit token/airdrop language and conflicting official token naming across site, FAQ, and staging pages; full mapping plus manual review required."
14873,496480-69,OCADA,ocada.ai,infrastructure_or_data,high,full,yes,"[""alias_or_former_name"",""legacy_ticker_conflict""]",Web3 analytics/data product with former names Bird/Bird.Money and a legacy BIRD token lineage; full mapping required.
14874,496484-56,Raydius,raydius-research.com,protocol_or_network,high,full,yes,"[""protocol_keyword""]","EVM-compatible sidechain / bridge / middleware protocol with explicit $RAYS token utilities, so full mapping is required."
