task_index,investor_id,investor_name,normalized_domain,primary_investor_type,investor_archetype,crypto_native_likelihood,operating_capability_likelihood,search_tier,capability_search_required,risk_flags,classifier_reason
8523,267041-89,Phoenix Holdings,phoenixholdings.com.vn,Family Office,asset_manager_or_family_office,low,medium,full,yes,"[""parent_child_attribution_boundary"",""financial_services_portfolio_signal""]",Family investment office with fintech and financial-services portfolio signals; possible controlled brokerage/asset-management subsidiaries required full attribution review.
8524,226066-24,Phoenix Investors,phoenixinvestors.com,Real Estate,asset_manager_or_family_office,none,low,light,yes,"[""real_estate_investor_row""]","Commercial real estate investment firm; investing signal requires light confirmation, but local context has no crypto or trading capability signal."
8525,466210-00,Phoenix.io,phoenix.io,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""historical_or_inactive_firm""]",Historical crypto/blockchain venture firm; light search is required because the row has crypto VC signals but the source context says it went out of business.
8526,512797-87,PhonexVC,,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""sparse_identity"",""no_domain""]",Sparse venture-capital row with no domain or description; investing signal requires light search and identity remains weak.
8527,501520-42,Picks and Shovels,picksandshovelsvc.com,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_no_operating_signal""]",Crypto/fintech seed-stage investment firm; crypto-native VC signal requires light confirmation but does not itself imply operating capabilities.
8528,690848-11,Piconbello,piconbello.com,Corporation,operating_company_disguised_as_investor,high,medium,full,yes,"[""staking_validator_defi_boundary""]",Web3 validator infrastructure operator found at the canonical domain; full search required because staking/validator services create a DeFi boundary question.
8529,507354-31,Pierre Bodin,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_attribution_boundary"",""sparse_identity""]",Individual angel investor row with no domain and sparse public identity; light exact-name probes are required.
8530,279922-96,Pierre Denis,,Angel (individual),angel_or_individual,low,low,light,yes,"[""individual_attribution_boundary""]",Individual angel/venture investor with OLMA and luxury/retail-tech investing context; light search required for individual capability attribution.
8531,600646-78,Pierre Lepape,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_attribution_boundary""]",Individual angel row with limited public context; light search required by the investing signal.
8532,231269-86,Pilot Mountain Ventures,pilotmtventures.com,Venture Capital,traditional_vc_or_pe,none,low,light,yes,"[""ordinary_vc_row""]",Traditional early-stage VC with fintech investment preference; light search required because it is an investor/fund row.
8533,509468-59,Pinnacle Digital Pte Ltd,pinnone.com,Corporation,operating_company_disguised_as_investor,medium,unclear,full,yes,"[""historical_crypto_source"",""current_status_unclear""]",Historical blockchain crowdfunding platform signal tied to Pinnacle Digital requires full review for current financial/crypto operating capability.
8534,466194-34,Pintu,pintu.co.id,VC-Backed Company,exchange_affiliated_investor,high,high,full,yes,"[""crypto_exchange_row""]","Pintu is a crypto app/exchange with explicit buy, sell, trade, and futures signals, requiring full capability review."
8535,540747-19,Pioneer Lab,pioneerlab.de,Accelerator/Incubator,accelerator_or_incubator,none,low,light,yes,"[""accelerator_row""]",Accelerator/incubator row with startup-support context; light search required by accelerator/investor signal.
8536,102577-60,Pioneers Ventures,pioneers.io,Corporate Venture Capital,fund_vehicle_or_fund_platform,none,low,light,yes,"[""row_itself_is_fund_vehicle_boundary""]","Pioneers Ventures is a pre-seed/cross-industry fund; light search required, with sub-fund checked under row-itself-is-fund rules."
8537,1152961-66,Piotr Saczuk,,Angel (individual),angel_or_individual,high,medium,full,yes,"[""individual_attribution_boundary"",""defi_company_role_not_personal_capability""]",Individual angel row whose exact-name search shows crypto/stablecoin/DeFi roles; full search required but attribution remains individual-specific.
8538,455057-29,Piotr Wilam,,Angel (individual),angel_or_individual,none,low,light,yes,"[""individual_attribution_boundary""]",Individual angel/VC partner row; light search required to confirm role and exclude personal operating capabilities.
8539,235023-22,Pishon Capital,,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""sparse_current_sources""]",Hong Kong venture-capital firm with no domain in the task row; light search required for current capability confirmation.
8540,228278-62,Pithia,pithia.com,Venture Capital,crypto_native_vc,medium,low,light,yes,"[""historical_or_inactive_firm"",""source_conflict_current_status""]",Historical blockchain venture firm that local context says was closed; light search required for crypto VC and current-status conflict.
8541,264450-16,Pivot Community,pivot.one,VC-Backed Company,operating_company_disguised_as_investor,high,medium,full,yes,"[""current_status_unclear"",""trading_service_boundary""]",Crypto investor community/app with historical investment/exchange platform and trading-service signals; full search required.
8542,94725-01,Pivot Labs,pivot.vc,Corporation,traditional_vc_or_pe,none,low,light,yes,"[""ordinary_seed_investor_row""]",Seed investor/incubator-like lab with big-data focus; light search required by investor signal.
8543,463331-08,Pixelcraft Studios,aavegotchi.com,VC-Backed Company,operating_company_disguised_as_investor,high,high,full,yes,"[""crypto_operating_company_row""]","Pixelcraft Studios operates Aavegotchi, a DeFi-enabled NFT/game protocol with an on-chain marketplace, requiring full capability review."
8544,482323-96,Pixelynx,pixelynx.io,Corporation,operating_company_disguised_as_investor,high,medium,full,yes,"[""child_row_parent_attribution_boundary"",""current_marketplace_status_unclear""]",Blockchain/NFT music-metaverse company and Animoca subsidiary; full search required because local context mentions NFT marketplace and parent control.
8545,98338-78,PJT Partners,pjtpartners.com,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""advisory_investment_bank_not_execution_service""]",Advisory-focused investment bank/private fund advisory business; light search required because financial-services context can be confused with execution or sub-fund capability.
8546,98181-46,Plan B,planb.co.nz,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""acquired_or_rebranded_operating_company""]",Business continuity/cloud managed-services provider acquired by Atturra; light search confirms unrelated operating-company status.
8547,93075-13,Plan B Media,planbmedia.co.th,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""public_operating_company_unrelated""]",Advertising media public company; light search confirms non-financial operating-company context.
8548,494459-20,Plancker DAO,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""dao_structure_not_capability""]",DAO/crypto venture-style row with Ethereum community support and donation activity; light search required but no direct operating capability signal.
8549,42135-76,Planet Hollywood International,planethollywood.com,Corporation,operating_company_disguised_as_investor,none,low,light,yes,"[""hospitality_casino_not_trading_capability""]",Hospitality/restaurant/resort/casino operating company; light search confirms that casino/gaming context is not a Part6 trading/execution capability.
8550,528597-19,Plassa,,Venture Capital,crypto_native_vc,high,low,light,yes,"[""crypto_vc_no_operating_signal""]",Plassa/Plassa Capital is a crypto-focused early-stage venture firm; light search required for crypto VC but no operating-capability signal.
8551,437752-27,Platform Capital Management,platform.management,Venture Capital,traditional_vc_or_pe,low,low,light,yes,"[""name_collision""]","Venture capital/growth-equity firm with fintech and technology investment context; exact-domain checks show investment/portfolio activity, not a crypto-native trading or DeFi operator. Similar Platform Capital names create minor disambiguation risk."
8552,462675-16,Playcent,playcent.com,VC-Backed Company,operating_company_disguised_as_investor,medium,low,full,yes,"[""historical_crypto_activity""]","Official site shows a token/NFT gaming rewards platform and historic official blog activity included Playcent Capital and NFT marketplace plans, requiring full crypto-capability review."
8553,93078-19,Playnext,playnext.com,Corporation,accelerator_or_incubator,none,low,light,yes,[],Operating holding/incubator company for free-to-play mobile games; no crypto or trading operating capability signal beyond investment/incubation context.
